smid,楼盘名称,城区,物业类型,开发商,总套数,总面积,住宅套数,住宅面积,可售总套数,可售总面积,可售住宅套数,可售住宅面积,已售总套数,已售总面积,已售住宅套数,已售住宅面积,累积成交毛坯均价,历史开盘信息,历史开盘信息（次数）
897,野风·海天城,下沙区,"商业,其他",杭州野风海天房地产开发有限公司,3128,389977.51,3050,365953.26,9,2103.28,7,1078.03,3061,371305.17,3035,364050.25,5621,20053007#20053009#20053010#20063003#20063014#20073006#20073011#20073012#20073017#20093001#20093003#20103002#20103036#,13
520,野风·现代家园,下城区,"住宅,商业,办公,其他",浙江野风时代发展有限公司,425,43720.28,375,39822.09,4,362.95,4,362.95,404,42124.76,365,38972.15,10555,20040035#,1
831,野风·现代景苑,下城区,住宅,野风集团房地产股份有限公司,866,106139.45,827,95490.39,3,311.53,3,311.53,830,97384.16,818,94717.11,17039,20080096#20080152#20090030#20090040#,4
2545,野风·现代之星,下城区,"商业,办公,其他",野风集团房地产股份有限公司,358,61979.79,0,0,37,4291.91,0,0,259,31603.98,0,0,24595,20090117#,1
544,野风·现代置业大厦,下城区,"商业,办公",浙江野风时代发展有限公司,260,34057.94,0,0,16,1594.92,0,0,224,27873.67,0,0,12617,20040058#,1
2523,宜·家时代,拱墅区,"商业,办公,其他",杭州绿园房地产开发有限公司,458,36826.13,0,0,0,0,0,0,450,36454.83,0,0,12691,20070110#,1
864,怡乐银座,下城区,办公,杭州怡和置业有限公司,246,32458.26,0,0,6,1748.26,0,0,227,27499.6,0,0,8895,20080154#,1
665,倚天·盛世钱塘花园,江干区,商业,杭州倚天置业有限公司,1248,182305.53,1175,174223.95,0,0,0,0,1242,181263.41,1175,174223.95,14163,20050051#20050059#20050116#20060040#20070087#20080011#20080141#20090010#,8
756,易构大厦,拱墅区,"商业,其他",杭州国强置业有限公司,636,47640.77,0,0,0,0,0,0,628,39044.8,0,0,8824,20070080#,1
2556,银丰·央座,滨江区,"商业,办公,其他",杭州银通置业有限公司,181,45026.28,0,0,37,16999.09,0,0,118,27626.33,0,0,16345,20104006#,1
807,银爵世纪公寓,滨江区,"住宅,商业,其他",杭州和润置业有限公司,742,83425.92,681,72530.84,0,0,0,0,730,82085.53,681,72530.84,9175,20084012#20084021#,2
539,银色港湾,滨江区,商业,杭州江畔人家房地产开发有限公司,186,12627.73,103,5916.41,0,0,0,0,183,12363.24,103,5916.41,7469,20044012#,1
841,银泰·海威国际,滨江区,住宅,杭州海威房地产开发有限公司,751,112887.54,740,111064.69,2,501.71,2,501.71,738,110562.98,738,110562.98,16082,20074026#20084026#,2
785,元都·新景公寓,下城区,"住宅,其他",杭州新源房地产开发有限公司,1251,129037.97,1144,113956.91,7,1287.08,0,0,1232,126142.51,1144,113956.91,8428,20080014#20080085#20080157#20090061#20090086#,5
1183,元都·新苑,下城区,"住宅,商业",杭州元都房地产开发有限公司,432,43405.68,392,38455.65,233,23867.19,207,20412.22,186,18234.38,183,17866.51,14910,20100017#20100094#,2
747,元丰·钛合国际,下城区,"商业,其他",浙江元丰房地产开发有限公司,546,47722.73,0,0,5,991.29,0,0,498,37981.3,0,0,16818,20070063#,1
543,元华·旺座中心,江干区,"商业,办公",杭州元华商务大厦建设有限公司,114,41637.3,0,0,12,3998.53,0,0,99,37118.94,0,0,10018,20040002#,1
699,元茂大厦,西湖区,"商业,办公,其他",浙江经济房开发建设有限公司,284,42716.28,0,0,0,0,0,0,246,26438.16,0,0,9473,20060095#,1
2544,原筑壹号,江干区,住宅,杭州东润世纪置业有限公司,1291,181414.8,586,54150.76,606,58919.36,10,969.7,662,63350.38,576,53181.06,16977,20090118#20090124#20100032#20100048#20110008#20110052#,6
2518,圆梦园·锦江南苑,江干区,其他,浙江亚西亚房地产开发有限公司,208,27783.65,204,27438.8,0,0,0,0,204,27438.8,204,27438.8,5403,20050029#,1
545,远东·新月公寓,拱墅区,住宅,杭州远东房地产开发公司,107,8122.16,98,7126.27,0,0,0,0,103,7400.87,98,7126.27,9653,20040061#,1
703,远境·浮力森林苑,滨江区,住宅,杭州远境置业有限公司,79,11315.32,75,11162.81,0,0,0,0,74,10978.17,74,10978.17,8356,20064023#20064029#20084025#,3
1974,远洋·杭州大运河商务区,拱墅区,"住宅,其他",杭州远洋天祺置业有限公司,1325,140476.68,1299,135419.61,341,36485.19,333,34830.32,973,100781.53,961,99850.6,34693,20100019#20100080#20100099#20100122#20110018#20110043#,6
684,越都大厦,下城区,"商业,办公",杭州市市政房地产开发有限公司,147,34705.29,0,0,2,205.88,0,0,117,25120.27,0,0,17230,20040079#,1
827,云龙·十一景名邸,下城区,"住宅,商业,其他",杭州云龙房地产开发有限公司,261,36340.39,168,23639.4,1,627.68,0,0,235,27473.69,168,23639.4,25876,20080088#,1
988,云厦·连园,滨江区,"住宅,商业,其他",浙江云厦集团有限公司,749,72079.13,659,64791.98,55,5530.61,28,3559.53,662,63389.01,629,61057.1,12512,20084031#20094012#20094027#,3
1222,赞成·林风,上城区,住宅,杭州金源房地产开发有限公司,1169,167748.72,1122,161015.14,4,760.11,1,88.98,1134,163759,1121,160926.16,12765,20050046#20050049#20050075#20050094#20060097#20070149#20080128#20090077#20110050#,9
2536,赞成·岭上,之江区,住宅,杭州金溢房地产开发有限公司,269,41066.62,258,40208.91,2,161.93,0,0,263,40283.93,257,39979.28,9562,20085007#20095003#,2
2530,赞成·太和广场,上城区,"商业,办公,其他",杭州金澎房地产开发有限公司,160,76977.14,0,0,0,0,0,0,152,52437.83,0,0,14402,20080097#,1
775,浙欧·尊宝大厦,江干区,"办公,其他",浙江浙欧置业有限公司,676,156541.1,0,0,33,3275.16,0,0,519,66347.57,0,0,13782,20070144#,1
1127,浙商时代大厦,拱墅区,"商业,办公,其他",浙江时代大厦有限公司,115,46183.99,0,0,0,0,0,0,112,38106.58,0,0,23529,20080125#20080177#,2
993,正达·紫源公寓,上城区,"住宅,其他",杭州正鸿置业有限公司,60,9061.95,57,8945.28,1,230.86,1,230.86,55,8544.34,55,8544.34,25722,20090090#20090141#,2
837,正中·尚品庭院,拱墅区,"商业,办公,其他",杭州正中置业有限公司,385,35710.38,193,19883.27,4,525.6,0,0,374,32488.4,193,19883.27,14436,20070153#20080106#,2
740,之江铭楼,下沙区,商业,杭州久恒置业投资有限公司,413,25266.46,0,0,0,0,0,0,289,14894.63,0,0,8953,20073005#20073014#,2
2560,中奥·江锦国际,滨江区,"商业,办公,其他",杭州中奥房产置业有限公司,439,29488.99,0,0,239,16934.52,0,0,188,10418.04,0,0,22506,20104007#,1
676,中冠·现代印象广场,滨江区,其他,杭州英冠房地产开发有限公司,1057,74714.92,0,0,4,462.32,0,0,775,43879.14,0,0,8759,20064004#20074022#20094001#,3
867,中海·金溪园,西湖区,"住宅,其他",中海发展（杭州）有限公司,563,60196.41,558,59099.53,3,611.46,3,611.46,555,58488.07,555,58488.07,12520,20080158#20090047#20090063#,3
1453,中海·钱塘山水,滨江区,"住宅,其他",杭州中海房地产有限公司,1106,118980.62,1070,116084,22,1003.21,0,0,1056,114848.1,1056,114848.1,13115,20084017#20084029#20094004#20094009#20104013#,5
1490,中海·紫藤苑,西湖区,"住宅,其他",中海地产（杭州）有限公司,1268,124028.54,1229,120943.23,100,9898.48,100,9898.48,1147,111933.58,1128,110955.83,15271,20100115#20100123#20110027#20110036#,4
2542,中海雅戈尔·篁外,之江区,住宅,杭州中海雅戈尔房地产有限公司,1250,146031.61,1232,143155.46,505,58129.69,505,58129.69,722,84545.06,722,84545.06,18687,20095009#20105002#20105003#20105008#20105012#,5
583,中豪·晴园,西湖区,"商业,其他",杭州中豪置业有限公司,341,48374.74,290,39395.23,0,0,0,0,311,43360.8,290,39395.23,12125,20050009#20070005#,2
2551,中华·钱塘航空大厦,江干区,"办公,其他",浙江一统实业有限公司,730,139627.97,0,0,260,42281.13,0,0,423,49525.36,0,0,19810,20100005#,1
1568,中凯·东方红街,江干区,"住宅,商业",杭州中江置业有限公司,3099,260340.49,1712,177703.93,406,26515.24,7,678.21,2458,214625.01,1705,177025.72,18250,20080077#20080146#20090037#20090076#20090083#20090084#20090093#20100136#20110005#,9
717,中联大厦,拱墅区,"商业,办公,其他",浙江中联房地产开发有限公司,201,26721.45,0,0,2,3358.59,0,0,186,21451.76,0,0,12001,20060137#,1
2493,中庆·第6大道,下沙区,"住宅,商业",杭州中庆房地产发展有限公司,1171,78706.53,0,0,12,612.05,0,0,1057,72510.07,0,0,5871,20073010#20073013#,2
693,中庆·好望角,上城区,商业,杭州中庆置业有限公司,15,1213.45,0,0,0,0,0,0,15,1213.45,0,0,14036,20060071#,1
1224,中山花园,下城区,办公,杭州中山房地产开发有限公司,473,68173.88,425,60405.24,4,481.19,0,0,452,64535.52,425,60405.24,20177,20040012#20050078#20080042#,3
1437,中顺·上尚庭,拱墅区,"住宅,商业,其他",杭州中顺房地产开发有限公司,470,48691.86,423,40997.68,99,9701.73,99,9701.73,323,31223.5,323,31223.5,23898,20100116#20110033#,2
997,中兴·和园,滨江区,住宅,杭州中投置业有限公司,1220,132381.78,1191,128459.51,51,8571.71,35,6083.34,1156,122376.17,1156,122376.17,10266,20084005#20084022#20094036#20094041#20094049#20094058#,6
540,中兴·景城花园,西湖区,住宅,杭州中兴房地产开发有限公司,78,10356.24,78,10356.24,0,0,0,0,78,10356.24,78,10356.24,9136,20040053#,1
874,中兴·九洲芳园,江干区,"住宅,商业,办公,其他",杭州中兴景江房地产开发有限公司,791,84197.86,730,76775.54,57,7463.75,10,1117.03,720,75658.51,720,75658.51,9479,20080170#20090013#20090022#20090045#,4
724,紫晶商务城,江干区,"商业,办公",紫晶置业有限公司,866,49128.09,0,0,1,54.8,0,0,770,35400.11,0,0,15261,20060087#,1
2567,紫玉公馆,江干区,"住宅,其他",浙江汇元房地产开发有限公司,206,30777.65,118,12855.68,14,2112.67,5,569.96,185,28341.8,113,12285.72,33828,20100069#,1
697,紫园,江干区,住宅,浙江紫元房地产开发有限公司,120,13627.42,107,12392.82,0,0,0,0,115,13413.92,107,12392.82,11529,20060086#,1
